Name,Type,Category,Fats,Carbohydrates,Protein,Total Calories
"BABYFOOD,DINNER,VEG&BEEF,JUNIOR",Non-vegetarian,Miscellaneous,1.85,9,2.3,61.85
"BABYFOOD,DINNER,VEG&BACON,STRAINED",Non-vegetarian,Miscellaneous,2.95,8.81,1.92,69.47
"BABYFOOD,DINNER,VEG&BACON,JUNIOR",Non-vegetarian,Miscellaneous,3.9,7.6,1.8,72.7
"BABYFOOD,DINNER,VEG&HAM,STRAINED",Non-vegetarian,Miscellaneous,2.14,7.8,2.19,59.22
"BABYFOOD,DINNER,VEG&HAM,JUNIOR",Non-vegetarian,Miscellaneous,1.89,8.65,2.02,59.69
"BABYFOOD,DINNER,VEG&LAMB,STRAINED",Non-vegetarian,Miscellaneous,2,6.9,2,53.6
"BABYFOOD,DINNER,VEG&LAMB,JUNIOR",Non-vegetarian,Miscellaneous,1.7,7.1,2.1,52.1
"BABYFOOD,DINNER,CHICKEN NOODLE,STRAINED",Non-vegetarian,Miscellaneous,2.06,9.08,2.69,65.62
"BABYFOOD,DINNER,CHICKEN NOODLE,JUNIOR",Non-vegetarian,Miscellaneous,1.18,8.79,2.37,55.26
"BABYFOOD,DINNER,CHICKEN SOUP,STRAINED",Non-vegetarian,Miscellaneous,1.7,7.2,1.6,50.5
"BABYFOOD,DINNER,CHICKEN STEW,TODDLER",Non-vegetarian,Miscellaneous,3.7,6.4,5.2,79.7
"BABYFOOD,DINNER,VEG CHICK,STRAINED",Non-vegetarian,Miscellaneous,1.73,8.42,2.47,59.13
"BABYFOOD,DINNER,VEG,NOODLES&CHICK,STRAINED",Non-vegetarian,Miscellaneous,2.5,7.9,2,62.1
"BABYFOOD,DINNER,VEG,NOODLES&CHICK,JUNIOR",Non-vegetarian,Miscellaneous,2.2,9.1,1.7,63
"BABYFOOD,DINNER,PASTA W/VEG",Vegetarian,Miscellaneous,2.1,8.4,1.7,59.3
"BABYFOOD,DINNER,VEG&NOODLES&TURKEY,STRAINED",Non-vegetarian,Miscellaneous,1.2,6.8,1.2,42.8
"BABYFOOD,DINNER,VEG&NOODLES&TURKEY,JUNIOR",Non-vegetarian,Miscellaneous,1.5,7.6,1.8,51.1
"BABYFOOD,DINNER,TURKEY&RICE,STRAINED",Non-vegetarian,Miscellaneous,1.24,7.94,2.27,52
"BABYFOOD,DINNER,TURKEY&RICE,JUNIOR",Non-vegetarian,Miscellaneous,0.92,9.57,2.37,56.04
"BABYFOOD,DINNER,VEG&TURKEY,STRAINED",Non-vegetarian,Miscellaneous,0.9,7.62,2.32,47.86
"BABYFOOD,DINNER,VEG&TURKEY,JUNIOR",Non-vegetarian,Miscellaneous,1.74,7.55,1.72,52.74
"BABYFOOD,DINNER,VEG&TURKEY,TODDLER",Non-vegetarian,Miscellaneous,3.4,8,4.8,81.8
"BABYFOOD,DINNER,MACARONI&CHS,STRAINED",Non-vegetarian,Miscellaneous,2.11,8.95,3.14,67.35
"BABYFOOD,DINNER,MACARONI&CHS,JUNIOR",Non-vegetarian,Miscellaneous,2,8.2,2.6,61.2
"BABYFOOD,VEG,GREEN BEANS,STRAINED",Vegetarian,Miscellaneous,0.1,5.9,1.3,29.7
"BABYFOOD,VEG,GREEN BEANS,JUNIOR",Vegetarian,Miscellaneous,0.1,5.7,1.2,28.5
"BABYFOOD,GREEN BEANS,DICES,TODDLER",Vegetarian,Miscellaneous,0.2,5.7,1.2,29.4
"BABYFOOD,VEG,GREEN BEANS&POTATOES",Vegetarian,Miscellaneous,1.9,9.3,2.2,63.1
"BABYFOOD,VEG,GREEN BEANS,CRMD,JUNIOR",Vegetarian,Miscellaneous,0.4,7.2,1,36.4
"BABYFOOD,VEG,BEETS,STRAINED",Vegetarian,Miscellaneous,0.1,7.7,1.3,36.9
"BABYFOOD,VEG,CARROTS,STRAINED",Vegetarian,Miscellaneous,0.1,6,0.8,28.1
"BABYFOOD,VEG,CARROTS,JUNIOR",Vegetarian,Miscellaneous,0.2,7.2,0.8,33.8
"BABYFOOD,VEG,SQUASH,STRAINED",Vegetarian,Miscellaneous,0.2,5.6,0.8,27.4
"BABYFOOD,VEG,SQUASH,JUNIOR",Vegetarian,Miscellaneous,0.2,5.6,0.8,27.4
"BABYFOOD,VEG,SWT POTATOES,STRAINED",Vegetarian,Miscellaneous,0.1,13.2,1.1,58.1
"BABYFOOD,VEG,SWT POTATOES,JUNIOR",Vegetarian,Miscellaneous,0.1,13.9,1.1,60.9
"BABYFOOD,POTATOES,TODDLERLER",Vegetarian,Miscellaneous,0.1,11.8,1,52.1
"BABYFOOD,VEG,BUTTERNUT SQUASH&CORN",Vegetarian,Miscellaneous,0.6,9.3,2,50.6
"BABYFOOD,APPLS,DICES,TODDLER",Vegetarian,Miscellaneous,0.1,12.1,0.2,50.1
"BABYFOOD,FRUIT,APPLSAUC,STRAINED",Vegetarian,Miscellaneous,0.2,10.9,0.2,46.2
"BABYFOOD,FRUIT,APPLSAUC,JUNIOR",Vegetarian,Miscellaneous,0,10.3,0,41.2
"BABYFOOD,FRUIT,APRICOT W/TAPIOCA,STRAINED",Vegetarian,Miscellaneous,0,16.3,0.3,66.4
"BABYFOOD,VEG,CORN,CRMD,STRAINED",Vegetarian,Miscellaneous,0.4,14.1,1.4,65.6
"BABYFOOD,VEG,CORN,CRMD,JUNIOR",Vegetarian,Miscellaneous,0.4,16.3,1.4,74.4
"BABYFOOD,VEG,PEAS,STRAINED",Vegetarian,Miscellaneous,0.3,8.1,3.5,49.1
"BABYFOOD,PEAS,DICES,TODDLER",Vegetarian,Miscellaneous,0.8,10.3,3.9,64
"BABYFOOD,VEG,PEAS,CRMD,STRAINED",Vegetarian,Miscellaneous,1.9,8.9,2.2,61.5
"BABYFOOD,VEG,SPINACH,CRMD,STRAINED",Vegetarian,Miscellaneous,1.3,5.7,2.5,44.5
"BABYFOOD,FRUIT,APRICOT W/TAPIOCA,JUNIOR",Vegetarian,Miscellaneous,0,17.3,0.3,70.4
"BABYFOOD,FRUIT,BANANAS W/TAPIOCA,STRAINED",Vegetarian,Miscellaneous,0.1,15.3,0.4,63.7
"BABYFOOD,FRUIT,PEACHES W/SUGAR,STRAINED",Vegetarian,Miscellaneous,0.2,18.9,0.5,79.4
"BABYFOOD,FRUIT,PEACHES W/SUGAR,JUNIOR",Vegetarian,Miscellaneous,0.2,18.9,0.5,79.4
"BABYFOOD,FRUIT,PEARS,STRAINED",Vegetarian,Miscellaneous,0.2,10.8,0.3,46.2
"BABYFOOD,FRUIT,PEARS,JUNIOR",Vegetarian,Miscellaneous,0.1,11.6,0.3,48.5
"BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,STRAINED",Vegetarian,Miscellaneous,0,19.7,0.1,79.2
"BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,JUNIOR",Vegetarian,Miscellaneous,0,20.4,0.1,82
"BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,STRAINED",Vegetarian,Miscellaneous,0.1,18.5,0.6,77.3
"BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,JUNIOR",Vegetarian,Miscellaneous,0.1,18.7,0.6,78.1
"BABYFOOD,FRUIT,GUAVA W/TAPIOCA,STRAINED",Vegetarian,Miscellaneous,0,18.3,0.3,74.4
"BABYFOOD,FRUIT,MANGO W/TAPIOCA,STRAINED",Vegetarian,Miscellaneous,0.2,21.6,0.3,89.4
"BABYFOOD,PEARS,DICES,TODDLER",Vegetarian,Miscellaneous,0.1,13.6,0.3,56.5
"BABYFOOD,FRUIT,APPLSAUC&APRICOTS,STRAINED",Vegetarian,Miscellaneous,0.2,11.6,0.2,49
"BABYFOOD,FRUIT,APPLSAUC&APRICOTS,JUNIOR",Vegetarian,Miscellaneous,0.2,12.4,0.2,52.2
"BABYFOOD,FRUIT,APPLSAUC&CHIES,STRAINED",Vegetarian,Miscellaneous,0,14.1,0,56.4
"BABYFOOD,FRUIT,APPLSAUC&CHIES,JUNIOR",Vegetarian,Miscellaneous,0,14.1,0,56.4
"BABYFOOD,FRUIT,APPLSAUC W/BANANA,JUNIOR",Vegetarian,Miscellaneous,0.1,16.16,0.37,67.02
"BABYFOOD,FRUIT,APPLSAUC&PNAPPL,STRAINED",Vegetarian,Miscellaneous,0.1,10.1,0.1,41.7
"BABYFOOD,FRUIT,APPLSAUC&PNAPPL,JUNIOR",Vegetarian,Miscellaneous,0.1,10.5,0.1,43.3
"BABYFOOD,FRUIT,APPL&RASPBY,W/SUGAR,STRAINED",Vegetarian,Miscellaneous,0.2,15.7,0.2,65.4
"BABYFOOD,FRUIT,APPL&RASPBY,W/SUGAR,JUNIOR",Vegetarian,Miscellaneous,0.2,15.5,0.2,64.6
"BABYFOOD,FRUIT&VEG,APPL&SWT POTATO",Vegetarian,Miscellaneous,0.22,15.3,0.3,64.38
"BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,JUNIOR",Vegetarian,Miscellaneous,0.1,18.4,0.2,75.3
"BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,STRAINED",Vegetarian,Miscellaneous,0,17.8,0.2,72
"BABYFOOD,FRUIT,PEARS&PNAPPL,STRAINED",Vegetarian,Miscellaneous,0.1,10.9,0.3,45.7
"BABYFOOD,FRUIT,PEARS&PNAPPL,JUNIOR",Vegetarian,Miscellaneous,0.2,11.4,0.3,48.6
"BABYFOOD,FRUIT,GUAVA&PAPAYA W/TAPIOCA,STRAINED",Vegetarian,Miscellaneous,0.1,17,0.2,69.7
"BABYFOOD,PEACHES,DICES,TODDLER",Vegetarian,Miscellaneous,0.2,11.8,0.5,51
"BABYFOOD,FRUIT,PAPAYA&APPLSAUC W/TAPIOCA,STRAINED",Vegetarian,Miscellaneous,0.1,18.9,0.2,77.3
"BABYFOOD,FRUIT,APPL&BLUEBY,STRAINED",Vegetarian,Miscellaneous,0.2,16.3,0.2,67.8
"BABYFOOD,FRUIT,APPL&BLUEBY,JUNIOR",Vegetarian,Miscellaneous,0.2,16.6,0.2,69
"BABYFOOD,JUICE,APPLE",Vegetarian,Miscellaneous,0.1,11.7,0,47.7
"BABYFOOD,APPLE-BANANA JUC",Vegetarian,Miscellaneous,0.1,12.3,0.2,50.9
"BABYFOOD,JUC,APPL&PEACH",Vegetarian,Miscellaneous,0.1,10.5,0.2,43.7
"BABYFOOD,APPLE-CRANBY JUC",Vegetarian,Miscellaneous,0.02,11.4,0,45.78
"BABYFOOD,JUC,APPL&PLUM",Vegetarian,Miscellaneous,0,12.3,0.1,49.6
"BABYFOOD,JUC,APPL&PRUNE",Vegetarian,Miscellaneous,0.1,18,0.2,73.7
"BABYFOOD,JUICE,ORANGE",Vegetarian,Miscellaneous,0.3,10.2,0.6,45.9
"BABYFOOD,JUC,ORANGE&APPL",Vegetarian,Miscellaneous,0.2,10.1,0.4,43.8
"BABYFOOD,JUC,ORANGE&APPL&BANANA",Vegetarian,Miscellaneous,0.1,11.5,0.4,48.5
"BABYFOOD,JUC,ORANGE&APRICOT",Vegetarian,Miscellaneous,0.1,10.9,0.8,47.7
"BABYFOOD,JUC,ORANGE&BANANA",Vegetarian,Miscellaneous,0.1,11.9,0.7,51.3
"BABYFOOD,JUC,ORANGE&PNAPPL",Vegetarian,Miscellaneous,0.1,11.7,0.5,49.7
"BABYFOOD,JUC,PRUNE&ORANGE",Vegetarian,Miscellaneous,0.3,16.8,0.6,72.3
"BABYFOOD,JUC,MXD FRUIT",Vegetarian,Miscellaneous,0.1,11.6,0.1,47.7
"BABYFOOD,CEREAL,BARLEY,DRY",Vegetarian,Miscellaneous,3.4,75.3,11.1,376.2
"BABYFOOD,CEREAL,HI PROT,DRY",Vegetarian,Miscellaneous,5.9,46.7,36,383.9
"BABYFOOD,CEREAL,MIXED,DRY",Vegetarian,Miscellaneous,4.4,73.3,12.2,381.6
"BABYFOOD,CEREAL,MXD,W/BANANAS,DRY",Vegetarian,Miscellaneous,4.6,77.1,10.7,392.6
"BABYFOOD,CEREAL,MXD,W/APPLSAUC&BANANAS,STRAINED",Vegetarian,Miscellaneous,0.5,17.9,1.2,80.9
"BABYFOOD,CEREAL,MXD,W/APPLSAUC&BANANAS,JUNIOR",Vegetarian,Miscellaneous,0.4,18.4,1.2,82
"BABYFOOD,CEREAL,OATMEAL,DRY",Vegetarian,Miscellaneous,7.8,69.2,13.6,401.4
"BABYFOOD,CEREAL,OATMEAL,W/BANANAS,DRY",Vegetarian,Miscellaneous,6,73.4,12,395.6
"BABYFOOD,CEREAL,OATMEAL,W/APPLSAUC&BANANAS,STRAINED",Vegetarian,Miscellaneous,0.7,15.4,1.3,73.1
"BABYFOOD,CEREAL,OATMEAL,W/APPLSAUC&BANANAS,JUNIOR",Vegetarian,Miscellaneous,0.7,15.7,1.3,74.3
"BABYFOOD,CEREAL,OATMEAL,W/HONEY,DRY",Vegetarian,Miscellaneous,7,69.3,13.5,394.2
"BABYFOOD,CEREAL,RICE,DRY",Vegetarian,Miscellaneous,4.9,77.6,7.1,382.9
"BABYFOOD,CEREAL,RICE,W/APPLSAUC&BANANAS,STRAINED",Vegetarian,Miscellaneous,0.4,17.1,1.2,76.8
"BABYFOOD,CEREAL,W/EGG YOLKS,STRAINED",eggetarian,Miscellaneous,1.8,7,1.9,51.8
"BABYFOOD,CEREAL,W/EGG YOLKS,JUNIOR",eggetarian,Miscellaneous,1.8,7.1,1.9,52.2
"BABYFOOD,CEREAL,W/EGGS,STRAINED",eggetarian,Miscellaneous,1.5,8,2.2,54.3
"BABYFOOD,CEREAL,EGG YOLKS&BACON,JUNIOR",eggetarian,Miscellaneous,5,6.2,2.5,79.8
"BABYFOOD,OATMEAL CRL W/FRUIT,DRY,INST,TODDLER",Vegetarian,Miscellaneous,7.05,74.15,10.5,402.05
"BABYFOOD,CEREAL,RICE,W/MXD FRUIT,JUNIOR",Vegetarian,Miscellaneous,0.2,18.3,0.9,78.6
"BABYFOOD,CEREAL,HI PROT,W/APPL&ORANGE,DRY",Vegetarian,Miscellaneous,6.5,57.6,25.4,390.5
"BABYFOOD,CEREAL,RICE,W/BANANAS,DRY",Vegetarian,Miscellaneous,4.2,79.9,8.7,392.2
"BABYFOOD,COOKIES",Vegetarian,Miscellaneous,13.2,67.1,11.8,434.4
"BABYFOOD,COOKIES,ARROWROOT",Vegetarian,Miscellaneous,14.3,71.2,7.6,443.9
"BABYFOOD,PRETZELS",Vegetarian,Miscellaneous,2,82.2,10.8,390
"BABYFOOD,TEETHING BISCUITS",Vegetarian,Miscellaneous,4.2,76.4,10.7,386.2
ZWIEBACK,Vegetarian,Miscellaneous,9.7,74.2,10.1,424.5
"BABYFOOD,DESSERT,DUTCH APPL,STRAINED",Vegetarian,Miscellaneous,0.9,16.7,0,74.9
"BABYFOOD,DESSERT,DUTCH APPL,JUNIOR",Vegetarian,Miscellaneous,0.16,19.18,0.2,78.96
"BABYFOOD,CHERRY COBBLER,JUNIOR",Vegetarian,Miscellaneous,0.1,19.2,0.3,78.9
"BABYFOOD,DESSERT,CHY VANILLA PUDD,STRAINED",Vegetarian,Miscellaneous,0.3,17.8,0.2,74.7
"BABYFOOD,DESSERT,CHY VANILLA PUDD,JUNIOR",Vegetarian,Miscellaneous,0.2,18.4,0.2,76.2
"BABYFOOD,DESSERT,FRUIT PUDD,ORANGE,STRAINED",Vegetarian,Miscellaneous,0.9,17.7,1.1,83.3
"BABYFOOD,DESSERT,PEACH COBBLER,STRAINED",Vegetarian,Miscellaneous,0,17.8,0.3,72.4
"BABYFOOD,DESSERT,PEACH COBBLER,JUNIOR",Vegetarian,Miscellaneous,0,18.3,0.3,74.4
"BABYFOOD,DESSERT,FRUIT PUDD,PNAPPL,STRAINED",Vegetarian,Miscellaneous,0.3,20.3,1.3,89.1
"BABYFOOD,DESSERT,FRUIT PUDD,PNAPPL,JUNIOR",Vegetarian,Miscellaneous,0.4,21.6,1.4,95.6
"BABYFOOD,DESSERT,FRUIT DSSRT,WO/VIT C,STRAINED",Vegetarian,Miscellaneous,0,16,0.3,65.2
"BABYFOOD,DESSERT,FRUIT DSSRT,WO/VIT C,JUNIOR",Vegetarian,Miscellaneous,0,17.2,0.3,70
"BABYFOOD,DESSERT,TROPICAL FRUIT,JUNIOR",Vegetarian,Miscellaneous,0,16.4,0.2,66.4
"BABYFOOD,DESSERT,CUSTARD PUDD,VANILLA,STRAINED",Vegetarian,Miscellaneous,2,16.1,1.6,88.8
"BABYFOOD,DESSERT,CUSTARD PUDD,VANILLA,JUNIOR",Vegetarian,Miscellaneous,0.98,17.59,1.76,86.22
"BABYFOOD,JUC,APPL&GRAPE",Vegetarian,Miscellaneous,0.2,11.4,0.1,47.8
"BABYFOOD,JUC,APPL GRAPE,W/CA",Vegetarian,Miscellaneous,0.1,12.7,0.2,52.5
"BABYFOOD,JUC,FRUIT PUNCH,W/CA",Vegetarian,Miscellaneous,0.1,12.7,0.2,52.5
"BABYFOOD,JUC,APPL&CHY",Vegetarian,Miscellaneous,0.2,9.9,0.1,41.8
"BABYFOOD,DINNER,VEG&CHICK,JUNIOR",Vegetarian,Miscellaneous,1.12,8.66,2.04,52.88
"BABYFOOD,DINNER,MXD VEG,STRAINED",Vegetarian,Miscellaneous,0.1,9.5,1.2,43.7
"BABYFOOD,DINNER,MXD VEG,JUNIOR",Vegetarian,Miscellaneous,0,7.9,1,35.6
"BABYFOOD,FRUIT,BANANAS W/TAPIOCA,JUNIOR",Vegetarian,Miscellaneous,0.2,17.8,0.4,74.6
"BABYFOOD,VEG,MIX VEG JR",Vegetarian,Miscellaneous,0.4,8.2,1.4,42
"BABYFOOD,VEG,GARDEN VEG,STRAINED",Vegetarian,Miscellaneous,0.2,6.8,2.3,38.2
"BABYFOOD,DINNER,GREEN BEANS&TURKEY,STRAINED",Vegetarian,Miscellaneous,1.82,5.41,3.8,53.22
"BABYFOOD,DINNER,VEG,TURKEY,&BARLEY",Vegetarian,Miscellaneous,1.1,8.3,2.5,53.1
"BABYFOOD,VEG,MIX VEG STR",Vegetarian,Miscellaneous,0.5,8,1.2,41.3
"BABYFOOD,DINNER,BF NOODLE,JUNIOR",Non-vegetarian,Miscellaneous,1.9,7.4,2.5,56.7
"BABYFOOD,APPLS W/HAM,STRAINED",Vegetarian,Miscellaneous,0.9,10.9,2.6,62.1
"BABYFOOD,CARROTS&BF,STRAINED",Vegetarian,Miscellaneous,2.5,5.7,3.4,58.9
"BABYFOOD,APPLS&TURKEY,STRAINED",Non-vegetarian,Miscellaneous,1.3,10.5,2.9,65.3
"BABYFOOD,TURKEY,RICE&VEG,TODDLER",Non-vegetarian,Miscellaneous,1.6,7.5,3.8,59.6
"BABYFOOD,DINNER,APPLS&CHICK,STRAINED",Non-vegetarian,Miscellaneous,1.38,10.87,2.16,64.54
"BABYFOOD,DINNER,BROCCOLI&CHICK,STRAINED",Non-vegetarian,Miscellaneous,1.47,3.22,3.93,41.83
"BABYFOOD,DINNER,SWT POTATOES&CHICK,STRAINED",Non-vegetarian,Miscellaneous,2.17,11.04,2.51,73.73
"BABYFOOD,CEREAL,BARLEY,PREP W/WHL MILK",Vegetarian,Miscellaneous,3.3,16.3,4.6,113.3
"BABYFOOD,CEREAL,HI PROT,PREP W/WHL MILK",Vegetarian,Miscellaneous,3.8,11.6,8.7,115.4
"BABYFOOD,CEREAL,MXD,PREP W/WHL MILK",Vegetarian,Miscellaneous,3.5,15.9,4.8,114.3
"BABYFOOD,CEREAL,MXD,W/BANANAS,PREP W/WHL MILK",Vegetarian,Miscellaneous,3.6,16.6,4.5,116.8
"BABYFOOD,CEREAL,OATMEAL,PREP W/WHL MILK",Vegetarian,Miscellaneous,4.1,15.3,5,118.1
"BABYFOOD,CEREAL,OATMEAL,W/BANANAS,PREP W/WHL MILK",Vegetarian,Miscellaneous,3.8,16,4.7,117
"BABYFOOD,CEREAL,OATMEAL,W/HONEY,PREP W/WHL MILK",Vegetarian,Miscellaneous,3.9,15.3,5,116.3
"BABYFOOD,CEREAL,RICE,PREP W/WHL MILK",Vegetarian,Miscellaneous,3.6,16.7,3.9,114.8
"BABYFOOD,CEREAL,RICE,W/HONEY,PREP W/WHL MILK",Vegetarian,Miscellaneous,3.3,17.1,3.9,113.7
"BABYFOOD,CEREAL,MXD,W/HONEY,PREP W/WHL MILK",Vegetarian,Miscellaneous,3.6,15.9,5,116
"BABYFOOD,CEREAL,HI PROT,W/APPL&ORANGE,PREP W/WHL MILK",Vegetarian,Miscellaneous,3.9,13.4,6.9,116.3
"BABYFOOD,CEREAL,RICE,W/BANANAS,PREP W/WHL MILK",Vegetarian,Miscellaneous,3.5,17,4.2,116.3
"INFANT FORMULA,CARNATION GOOD START,W/IRON,RTF",Vegetarian,Miscellaneous,3.4,7.3,1.6,66.2
"INFANT FORMULA,CARNATION GOOD START,W/IRON,LIQ CONC, NOT REC",Vegetarian,Miscellaneous,6.5,14.1,3.1,127.3
"INFANT FORMULA,CARNATION GOOD START,W/IRON,PDR,NOT RECON",Vegetarian,Miscellaneous,26.4,56,12.5,511.6
"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,W/IRON,RTF",Vegetarian,Miscellaneous,3.48,7.15,1.38,65.44
"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,W/IRON,LIQ CONC, NOT REC",Vegetarian,Miscellaneous,6.96,14.31,2.76,130.92
"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,W/IRON,PDR,NOT RECON",Vegetarian,Miscellaneous,28,56,11.1,520.4
"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,RTF",Vegetarian,Miscellaneous,3.48,7.15,1.38,65.44
"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,LIQ CNC, NOT REC",Vegetarian,Miscellaneous,6.96,14.31,2.76,130.92
"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,PDR,NOT RECON",Vegetarian,Miscellaneous,28,56,11.1,520.4
"INFANT FORMULA,MEAD JOHNSON,LOFENALAC,W/IRON,PDR,NOT RECON",Vegetarian,Miscellaneous,18,60,15,462
"INFANT FORMULA,MEAD JOHNSON,LOFENALAC,W/IRON,PREP FROM PDR",Vegetarian,Miscellaneous,2.54,8.45,2.14,65.22
"INFANT FORMULA,MEAD JOHNSON,NUTRAMIGEN,W/IRON,RTF",Vegetarian,Miscellaneous,3.28,7.22,1.84,65.76
"INFANT FORMULA,MEAD JOHNSON,NUTRAMIGEN,W/IRON,PDR,NOT RECON",Vegetarian,Miscellaneous,25,54,13.9,496.6
"INFANT FORM,MEAD JOHNSON,NUTRAMIGEN,W/IRON,LIQ CNC, NOT REC",Vegetarian,Miscellaneous,6.56,14.44,3.68,131.52
"INFANT FORMULA,MEAD JOHNSON,PORTAGEN,W/IRON,PDR,NOT RECON",Vegetarian,Miscellaneous,23,54,16.5,489
"INFANT FORMULA,MEAD JOHNSON,PORTAGEN,W/IRON,PREP FROM PDR",Vegetarian,Miscellaneous,3.11,7.4,2.25,66.59
"INFANT FORMULA,MEAD JOHNSON,PREGESTIMIL,W/IRON,PDR,NOT RECON",Vegetarian,Miscellaneous,28,51,14.1,512.4
"INFANT FORMULA,MEAD JOHNSON,PREGESTIMIL,W/IRON,PREP FROM PDR",Vegetarian,Miscellaneous,3.64,6.7,1.82,66.84
"INFANT FORMULA,MEAD JOHNSON,PROSOBEE,W/IRON,RTF",Vegetarian,Miscellaneous,3.48,6.56,1.97,65.44
"INFANT FORMULA,MEAD JOHNSON,PROSOBEE,W/IRON,LIQ CNC, NOT REC",Vegetarian,Miscellaneous,6.96,13.13,3.94,130.92
"INFANT FORMULA,MEAD JOHNSON,PROSOBEE,W/IRON,PDR,NOT RECON",Vegetarian,Miscellaneous,27,52,15.5,513
"INFANT FORMULA,MEAD JOHNSON,GERBER,W/IRON,RTF",Vegetarian,Miscellaneous,3.48,7.15,1.38,65.44
"INFANT FORMULA,MEAD JOHNSON,GERBER,W/IRON,LIQ CONC,NOT RECON",Vegetarian,Miscellaneous,6.96,14.31,2.76,130.92
"INFANT FORMULA,MEAD JOHNSON,GERBER,W/IRON,PDR,NOT RECON",Vegetarian,Miscellaneous,28,57,10.9,523.6
"INFANT FORMULA,MEAD JOHNSON,GERBER,LO IRON,RTF",Vegetarian,Miscellaneous,3.48,7.15,1.38,65.44
"INFANT FORMULA,MEAD JOHNSON,GERBER,LO IRON,LIQ CONC, NOT REC",Vegetarian,Miscellaneous,6.96,14.31,2.76,130.92
"INFANT FORMULA,MEAD JOHNSON,GERBER,LO IRON,PDR,NOT RECON",Vegetarian,Miscellaneous,28,57,10.9,523.6
"INFANT FORMULA,ROSS,SIMILAC PM 60/40,LO IRON,RTF",Vegetarian,Miscellaneous,3.7,6.7,1.5,66.1
"INFANT FORMULA,ROSS,SIMILAC PM 60/40,LO IRON,PDR,NOT RECON",Vegetarian,Miscellaneous,29.99,54.72,11.91,536.43
"INFANT FORMULA,ROSS,SIMILAC NAT CARE,LO IRON,RTF",Vegetarian,Miscellaneous,4.21,8.22,2.1,79.17
"INFANT FORMULA,ROSS,SIMILAC SPL CARE 24,W/IRON,RTF",Vegetarian,Miscellaneous,4.21,8.22,2.1,79.17
"INFANT FORMULA,ROSS,ISOMIL,W/IRON,RTF",Vegetarian,Miscellaneous,3.58,6.76,1.61,65.7
"INFANT FORMULA,ROSS,ISOMIL,W/IRON,LIQ CONC,NOT RECON",Vegetarian,Miscellaneous,6.95,13.12,3.12,127.51
"INFANT FORMULA,ROSS,ISOMIL,W/IRON,PDR,NOT RECON",Vegetarian,Miscellaneous,28.17,53.15,12.64,516.69
"INFANT FORMULA,ROSS,ALIMENTUM,RTF",Vegetarian,Miscellaneous,3.63,6.68,1.8,66.59
"INFANT FORMULA,ROSS,ISOMIL SF,W/IRON,RTF",Vegetarian,Miscellaneous,3.6,6.6,1.8,66
"INFANT FORMULA,ROSS,ISOMIL SF,W/IRON,LIQ CONC,NOT RECON",Vegetarian,Miscellaneous,6.95,12.86,3.39,127.55
"INFANT FORMULA,ROSS,SIMILAC,W/IRON,RTF",Vegetarian,Miscellaneous,3.54,7.09,1.36,65.66
"INFANT FORMULA,ROSS,SIMILAC,W/IRON,LIQ CONC,NOT RECON",Vegetarian,Miscellaneous,6.88,13.76,2.64,127.52
"INFANT FORMULA,ROSS,SIMILAC,W/IRON,PDR,NOT RECON",Vegetarian,Miscellaneous,28.76,55.32,10.84,523.48
"INFANT FORMULA,ROSS,SIMILAC,LO IRON,RTF",Vegetarian,Miscellaneous,3.54,7.09,1.36,65.66
"INFANT FORMULA,ROSS,SIMILAC,LO IRON,LIQ CONC,NOT RECON",Vegetarian,Miscellaneous,6.88,13.76,2.64,127.52
"INFANT FORMULA,ROSS,SIMILAC,LO IRON,PDR,NOT RECON",Vegetarian,Miscellaneous,28.76,55.32,10.84,523.48
"CHILD FORMULA,ROSS,PEDIASURE,W/IRON,RTF",Vegetarian,Miscellaneous,4.77,10.5,2.86,96.37
"INFANT FORMULA,MEAD JOHNSON,GERBER SOY,W/IRON,RTF",Vegetarian,Miscellaneous,3.48,6.56,1.97,65.44
"INFANT FORMULA,MEAD JOHNSON,GERBER SOY,W/IRON,PDR,NOT RECON",Vegetarian,Miscellaneous,27,52,15.5,513
"INFANT FORM,MEAD JOHNSON,GERBER SOY,W/IRON,LIQ CNC,NOT RECON",Vegetarian,Miscellaneous,6.96,13.13,3.94,130.92
"INFANT FORMULA,MEAD JOHNSON,LACTOFREE,W/IRON,RTF",Vegetarian,Miscellaneous,3.62,6.85,1.44,65.74
"INFANT FORMULA,MEAD JOHNSON,LACTOFREE,W/IRON,PDR,NOT RECON",Vegetarian,Miscellaneous,29,55,11.6,527.4
